source_class,category,question,answer,authority,valid_until,owner,notes
official,دوره مقدماتی,سود شناور یعنی چی؟,سود شناور سودی است که در معامله‌ی باز دیده می‌شود اما هنوز محقق نشده؛ سود واقعی سودی است که پس از بستن معامله در حساب ثبت می‌شود. قانون طلایی درس: تا زمانی که معامله را نبندی، آن سود مال تو نیست و ممکن است تغییر کند. همین درباره‌ی ضرر هم صادق است.,guidance,,سبحان صمدی,منبع: ACA-INT-0171 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,چقدر ریسک کنم؟,قانون طلایی مدیریت ریسک در آکادمی: در هر معامله حداکثر ۲٪ از کل سرمایه را ریسک کنید، نه بیشتر. این قاعده در جمع‌بندی جلسه هم تکرار می‌شود و در کنار نسبت ریسک به ریوارد حداقل ۱:۲ قرار می‌گیرد.,guidance,,سبحان صمدی,منبع: ACA-INT-0172 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,می‌تونم کل حسابم رو یه جا ریسک کنم؟,هشدار صریح درس: کسی که ۲۰٪ یا ۱۰۰٪ از سرمایه‌اش را در یک معامله ریسک می‌کند، قمار می‌کند نه معامله‌گری حرفه‌ای. ویژگی‌های قمار از نگاه مدرس: اول و آخرش ضرر است، برنامه و استراتژی مشخصی ندارد، و فقط به شانس متکی است.,guidance,,سبحان صمدی,منبع: ACA-INT-0175 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,خلاصه‌ی قواعد مدیریت ریسک چیه؟,"جمع‌بندی عملیاتی درس در پنج بند:
۱) همیشه ۲٪ ریسک کن، نه بیشتر.
۲) نسبت ریسک به ریوارد حداقل ۱:۲ باشد.
۳) تا معامله بسته نشده، سود یا ضرر واقعی نیست.
۴) مارجین لیول را همیشه کنترل کن.
۵) هیچ‌وقت بیش از حد از لوریج استفاده نکن.",guidance,,سبحان صمدی,منبع: ACA-INT-0176 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,پرایس اکشن یعنی چی؟,پرایس اکشن یعنی روش معامله‌گری بر اساس حرکات خود قیمت: تحلیل تکنیکی حرکات قیمت، بدون تکیه بر اندیکاتورها یا سیستم‌های پیچیده. اصل کلیدی درس: «همه چیز تو خود قیمته» — همان کندلی که می‌بینی گویای همه چیز است. دلیلش این است که کار بر پایه‌ی عرضه و تقاضاست و هر چیزی در بازار از خریدار و فروشنده نشأت می‌گیرد.,guidance,,سبحان صمدی,منبع: ACA-INT-0177 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,فرق تکنیکال و فاندامنتال چیه؟,درس سه نوع تحلیل را از هم جدا می‌کند: تکنیکال (تحلیل بر اساس خود قیمت و نمودار)، فاندامنتال (تحلیل بر اساس اخبار، گزارش‌ها و داده‌های اقتصادی) و پرایس اکشن که زیرشاخه‌ای از تکنیکال است و فقط بر اساس حرکات قیمت کار می‌کند.,guidance,,سبحان صمدی,منبع: ACA-INT-0178 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,برای موفق شدن چی لازمه؟,"مدرس موفقیت در معامله‌گری را حاصل پنج جزء می‌داند و ترتیب اهمیت را هم می‌گوید:
۱) روان‌شناسی (ذهنیت و شخصیت) — مهم‌ترین عامل
۲) مهارت تکنیکال — یعنی همان پرایس اکشن
۳) مدیریت سرمایه و ریسک — عامل بقا در بازار
۴) استراتژی‌نویسی و تریدینگ پلن — نقشه‌ی راه
۵) آموزش با مربی (منتورینگ) — برای تصحیح اشتباهات
او تأکید می‌کند که فقط تکنیکال کافی نیست.",guidance,,سبحان صمدی,منبع: ACA-INT-0185 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,خلاصه‌ی پرایس اکشن چیه؟,"پنج جمله‌ی پایانی درس:
۱) پرایس اکشن = تحلیل حرکات قیمت بر اساس عرضه و تقاضا.
۲) بازار = احتمالات (قانون شصت‌چهل).
۳) پرایس اکشن = بازتاب رفتار انسان‌ها و به همین دلیل همیشه کارآمد.
۴) موفقیت = روان‌شناسی + مهارت + مدیریت ریسک + استراتژی + منتور.
۵) همه چیز در خود قیمت است.
توصیه‌ی پایانی: عمل کنید، تمرین کنید و با مربی همراه باشید.",guidance,,سبحان صمدی,منبع: ACA-INT-0189 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,پین بار چیه؟,"پین‌بار کندلی است با سایه‌ی بلند در یک جهت و بدنه‌ی کوچک در جهت مخالف، و نشان‌دهنده‌ی تمایل بازار به یک جهت مشخص است.
• پین‌بار صعودی: سایه‌ی بلند پایین + بدنه در بالا → قدرت خریداران، تمایل به صعود.
• پین‌بار نزولی: سایه‌ی بلند بالا + بدنه در پایین → قدرت فروشندگان، تمایل به نزول.",guidance,,سبحان صمدی,منبع: ACA-INT-0194 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,پین بار معتبر چه شکلیه؟,"چهار چیزی که اعتبار یک پین‌بار را تعیین می‌کند:
۱) رنگ بدنه اهمیتی ندارد — آنچه مهم است قدرت خریدار یا فروشنده است.
۲) طول سایه مهم است — هرچه سایه بلندتر، قدرت بیشتر.
۳) موقعیت تشکیل — پین‌بار در سطوح مهم (حمایت و مقاومت) ارزش بیشتری دارد.
۴) نسبت بدنه به سایه — سایه باید حداقل ۲ برابر بدنه باشد.",guidance,,سبحان صمدی,منبع: ACA-INT-0195 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,با دیدن پین بار وارد بشم؟,تأکید صریح درس: پین‌بار یک سیگنال است، نه یک استراتژی کامل. کاربرد درست آن در کنار سه چیز است: تشخیص چرخه‌ی بازار (اسپایک/کانال/رنج)، سطوح حمایت و مقاومت، و روند کلی بازار. اگر پین‌بار در جهت روند و روی یک سطح مهم تشکیل شود، احتمال موفقیت بالا می‌رود. فرمول درس: سیگنال پین‌بار + تشخیص چرخه + سطح مهم = ورود موفق. مثالی که می‌زند: پین‌بار صعودی در کف یک کانال صعودی.,guidance,,سبحان صمدی,منبع: ACA-INT-0196 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,چطور با پین بار معامله کنم؟,"چهار اصلی که درس برای معامله با پین‌بار می‌گذارد:
۱) با روند نجنگ — اگر روند صعودی است، پین‌بارهای نزولی را نادیده بگیر.
۲) در سطوح مهم — پین‌بار روی حمایت یا مقاومت ارزش بیشتری دارد.
۳) تأیید با کندل بعدی — منتظر بمان تا کندل بعدی جهت را تأیید کند.
۴) مدیریت ریسک — همیشه حد ضرر مشخص کن.",guidance,,سبحان صمدی,منبع: ACA-INT-0197 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,اشتباه رایج تو پین بار چیه؟,چهار اشتباهی که درس نام می‌برد: معامله کردن با پین‌بار به‌تنهایی و بدون تأیید؛ نادیده گرفتن روند و معامله خلاف آن؛ توجه نکردن به موقعیت تشکیل (پین‌بار در هر جایی معتبر نیست)؛ و ورود بدون حد ضرر.,guidance,,سبحان صمدی,منبع: ACA-INT-0198 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,خلاصه‌ی جلسه‌ی پین بار چیه؟,هفت جمله‌ی پایانی درس: پرایس اکشن بازتاب رفتار انسان‌هاست؛ بازار سه چرخه‌ی اصلی دارد (اسپایک، کانال، رنج)؛ پین‌بار سیگنال تمایل بازار است؛ سایه‌ی بلند یعنی قدرت بالا؛ بدنه یعنی خالص حرکت قیمت؛ با روند کار کن نه برخلاف آن؛ و پین‌بار به‌تنهایی کافی نیست — به چرخه و سطح توجه کن. جمله‌ی آخر جمع‌بندی: همیشه حد ضرر بگذار.,guidance,,سبحان صمدی,منبع: ACA-INT-0200 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
